Tracking_ID	gene_id	gene	locus	BAP_log2(fold_change)	BAP_test_stat	BAP_p_value	BAP_q_value	BAP_significant	BaP500_Log2FC_0	BaP500_Log2FC_1	BaP500_Log2FC_2	BaP500_Log2FC_3
ENSG00000179593	ENSG00000179593	ALOX15B	chr17:8039016-8049134	-0.828446	-2.30138	5.00E-05	0.000920822	yes	-0.937903775	-1.359965824	-0.943793986	-0.28437967
ENSG00000178038	ENSG00000178038	ALS2CL	chr3:46668996-46693704	-0.955454	-2.27524	5.00E-05	0.000920822	yes	-0.398322408	-0.794660835	-1.543714899	-1.378950702
ENSG00000155749	ENSG00000155749	ALS2CR12	chr2:201288270-201357398	1.29859	1.28196	0.0008	0.0089782	yes	1.130454397	1.674769188	1.561092214	0.591480354
ENSG00000242110	ENSG00000242110	AMACR	chr5:33986177-34124528	0.745733	1.29814	0.0071	0.0459448	yes	0.766994841	0.691632941	1.149896939	0.228342544
ENSG00000123505	ENSG00000123505	AMD1	chr6:110609977-110895713	0.692282	1.83281	0.0002	0.00299194	yes	0.69647585	0.694394233	0.871409812	0.480424484
ENSG00000139211	ENSG00000139211	AMIGO2	chr12:47075706-47236662	-1.98776	-5.29836	5.00E-05	0.000920822	yes	-2.040511044	-1.529129891	-2.524146392	-2.028481715
ENSG00000126016	ENSG00000126016	AMOT	chrX:112774502-112840815	1.49961	1.4285	5.00E-05	0.000920822	yes	1.142291927	1.281001119	1.974476626	1.455960464
ENSG00000133805	ENSG00000133805	AMPD3	chr11:10308312-10507579	-0.62454	-1.46902	0.0021	0.0188692	yes	-0.442940411	-0.307436231	-0.870402496	-0.989064602
ENSG00000196704	ENSG00000196704	AMZ2	chr17:68246628-68257164	0.619641	1.3575	0.0073	0.046959	yes	0.559277777	0.68988008	0.041929105	1.021332794
ENSG00000129055	ENSG00000129055	ANAPC13	chr3:134477705-134575017	0.920384	1.80744	0.00045	0.00569852	yes	1.02250711	1.234334861	0.463948353	0.853590804
ENSG00000132623	ENSG00000132623	ANKEF1	chr20:9986087-10368776	1.30306	2.78537	5.00E-05	0.000920822	yes	1.44629532	1.038270734	1.402585654	1.291314612
ENSG00000176915	ENSG00000176915	ANKLE2	chr12:132725502-132761888	-1.31309	-2.46591	5.00E-05	0.000920822	yes	-1.063615187	-1.532003473	-1.487841655	-1.220730188
ENSG00000134461	ENSG00000134461	ANKRD16	chr10:5861616-5889906	1.0649	1.30159	0.0066	0.0435483	yes	1.368481586	0.58233078	0.926612777	1.255819737
ENSG00000152766	ENSG00000152766	ANKRD22	chr10:88822131-88851818	-1.49227	-3.32992	5.00E-05	0.000920822	yes	-1.350550969	-2.00240734	-1.593936763	-1.155809858
ENSG00000174501	ENSG00000174501	ANKRD36C	chr2:95836918-95991831	0.941338	1.48286	0.0064	0.0426274	yes	1.208629104	1.058116167	0.817356323	0.609460533
ENSG00000183831	ENSG00000183831	ANKRD45	chr1:173500463-173669862	0.715955	1.71001	0.0007	0.00806114	yes	0.320826789	0.527813447	1.232555684	0.613216874
ENSG00000235098	ENSG00000235098	ANKRD65	chr1:1418419-1422691	1.60945	2.22358	5.00E-05	0.000920822	yes	1.373977899	1.439041805	2.182212552	1.241035882
ENSG00000230062	ENSG00000230062	ANKRD66	chr6:46746916-46761158	1.6324	4.19872	5.00E-05	0.000920822	yes	1.5830743	1.549608881	2.148828441	1.030682462
ENSG00000011426	ENSG00000011426	ANLN	chr7:36324220-36453791	1.13333	1.43354	0.0078	0.049476	yes	0.637985264	0.257671777	2.235688488	0.392848139
ENSG00000185101	ENSG00000185101	ANO9	chr11:417932-442011	-0.819799	-1.58982	0.00355	0.0276684	yes	0.310889057	-1.576295775	-1.292986476	-1.825377534
ENSG00000136938	ENSG00000136938	ANP32B	chr9:97983360-98015943	-0.465021	-1.37018	0.0052	0.036605	yes	-0.56205699	-0.21288451	-1.129600741	-0.150945784
ENSG00000169604	ENSG00000169604	ANTXR1	chr2:69013177-69249327	0.989017	2.49893	5.00E-05	0.000920822	yes	0.920655755	0.855011938	1.411743433	0.657176004
ENSG00000138772	ENSG00000138772	ANXA3	chr4:78551518-78610451	-0.687339	-1.77074	0.00035	0.00464046	yes	-0.654790947	-0.157494272	-1.687262981	-0.639967176
ENSG00000213983	ENSG00000213983	AP1G2	chr14:23511759-23578800	-0.895555	-1.53084	0.00275	0.0227399	yes	-0.49988986	-1.16767543	-0.90823789	-1.104608511
ENSG00000072958	ENSG00000072958	AP1M1	chr19:16197577-16245907	-1.12366	-1.40573	0.00255	0.0216053	yes	-1.085290118	-1.242086388	-0.782230013	-1.473209462
ENSG00000254470	ENSG00000254470	AP5B1	chr11:65775892-65780802	-0.593147	-1.51188	0.0033	0.0261534	yes	-0.614164473	-0.568087981	-0.780199928	-0.43152139
ENSG00000242802	ENSG00000242802	AP5Z1	chr7:4775621-4794312	-0.977862	-1.63079	0.0009	0.00981167	yes	-0.988857147	-1.277427155	-1.310371538	-0.491458554
ENSG00000163697	ENSG00000163697	APBB2	chr4:40810026-41216714	-1.30374	-1.51213	0.00045	0.00569852	yes	-1.585963552	-1.458163279	-1.128411061	-1.102171236
ENSG00000169188	ENSG00000169188	APEX2	chrX:55000356-55031064	0.576584	1.55109	0.00185	0.0170798	yes	0.681930156	-0.065920595	0.449973654	1.028295032
ENSG00000117362	ENSG00000117362	APH1A	chr1:150265398-150280916	-0.535354	-1.43713	0.0014	0.0138304	yes	-0.721974277	-0.682441454	-0.644255207	-0.166893906
ENSG00000128383	ENSG00000128383	APOBEC3A	chr22:38952740-38998209	-2.69873	-1.37095	0.0022	0.0193971	yes	-2.062423366	-2.90543944	-2.869090607	-3.232947948
ENSG00000244509	ENSG00000244509	APOBEC3C	chr22:39014082-39033276	1.26125	3.0359	5.00E-05	0.000920822	yes	1.146179792	0.912440317	1.22522607	1.657524573
ENSG00000221963	ENSG00000221963	APOL6	chr22:35648394-35668409	0.551058	1.65398	0.0011	0.0115288	yes	0.232195952	0.886319227	0.626845594	0.37115324
ENSG00000142192	ENSG00000142192	APP	chr21:25880549-26217381	-0.631595	-1.66512	0.0007	0.00806114	yes	-0.857140773	-0.511352153	-0.781145068	-0.422106515
ENSG00000120318	ENSG00000120318	ARAP3	chr5:141653400-141682221	-1.18722	-2.62506	5.00E-05	0.000920822	yes	-0.973908492	-1.159261635	-1.479818609	-1.180518226
ENSG00000109321	ENSG00000109321	AREG	chr4:74445133-74455009	-1.11159	-3.08551	5.00E-05	0.000920822	yes	-1.304001522	-0.156900446	-3.121521232	-1.203280611
ENSG00000081181	ENSG00000081181	ARG2	chr14:67619797-67695814	-1.43121	-1.78632	0.0012	0.0122139	yes	-1.760327738	-0.727937444	-2.391658726	-1.344580577
ENSG00000071205	ENSG00000071205	ARHGAP10	chr4:147732062-148072780	-1.02915	-1.77068	0.00015	0.00239372	yes	-1.467481142	-1.07508773	-0.94835253	-0.723750365
ENSG00000146376	ENSG00000146376	ARHGAP18	chr6:129576131-129710225	0.739811	1.89404	0.0002	0.00299194	yes	0.725840217	0.930885423	0.743292436	0.531595157
ENSG00000275832	ENSG00000275832	ARHGAP23	chr17:38419279-38512392	-1.30989	-2.2236	5.00E-05	0.000920822	yes	-1.434644943	-1.861887159	-0.797140751	-1.347910477
ENSG00000124143	ENSG00000124143	ARHGAP40	chr20:38601933-38651035	-1.21405	-1.81946	0.00015	0.00239372	yes	-0.833962687	-1.747612602	-1.331473833	-1.095153399
ENSG00000165895	ENSG00000165895	ARHGAP42	chr11:100684161-100991937	0.701234	1.42807	0.00045	0.00569852	yes	0.431544416	0.970684263	0.959413299	0.322646247
ENSG00000111348	ENSG00000111348	ARHGDIB	chr12:14942016-14961728	1.07588	1.2849	0.0012	0.0122139	yes	1.244997596	-0.231314546	1.696460249	0.977406614
ENSG00000076928	ENSG00000076928	ARHGEF1	chr19:41883160-41930150	-1.0798	-1.56365	0.0002	0.00299194	yes	-0.70513051	-1.042163564	-1.458736731	-1.218977233
ENSG00000104728	ENSG00000104728	ARHGEF10	chr8:1823975-1958641	-0.800406	-1.32113	0.0015	0.0146439	yes	-0.541388679	-0.413041418	-1.160807685	-1.281591076
ENSG00000074964	ENSG00000074964	ARHGEF10L	chr1:17539834-17697874	-0.746333	-1.28098	0.0022	0.0193971	yes	-1.165549	-0.953795377	-0.263304581	-0.763112834
ENSG00000163947	ENSG00000163947	ARHGEF3	chr3:56727417-57080101	-0.799109	-2.01292	5.00E-05	0.000920822	yes	-0.914968545	-0.657630543	-1.017862503	-0.642287566
ENSG00000136002	ENSG00000136002	ARHGEF4	chr2:130830977-131047263	-1.27051	-1.85235	0.00025	0.00355878	yes	-0.632809297	-1.782275784	-1.82215513	-1.185714026
ENSG00000050327	ENSG00000050327	ARHGEF5	chr7:144186082-144380632	-1.1646	-1.67034	0.00085	0.00938259	yes	-0.993545148	-1.206476992	-1.853663033	-0.805674695
ENSG00000188042	ENSG00000188042	ARL4C	chr2:234493040-234497053	-1.13771	-3.27452	5.00E-05	0.000920822	yes	-1.453228275	-0.919770414	-1.282556286	-0.962813064
ENSG00000175906	ENSG00000175906	ARL4D	chr17:43398958-43401137	-0.84672	-2.27846	5.00E-05	0.000920822	yes	-1.283507422	-0.796167566	-0.678515367	-0.706723431
ENSG00000113966	ENSG00000113966	ARL6	chr3:97764520-97821884	1.33012	2.09138	5.00E-05	0.000920822	yes	1.355566849	1.401499828	1.594324684	0.877075255
ENSG00000144746	ENSG00000144746	ARL6IP5	chr3:69084943-69106066	0.52366	1.52031	0.00125	0.0125865	yes	0.334013002	0.849708457	0.403022236	0.449392325
ENSG00000165309	ENSG00000165309	ARMC3	chr10:22928023-23038523	1.47477	2.25494	5.00E-05	0.000920822	yes	1.521164115	1.686483308	1.625045826	0.959119709
ENSG00000169126	ENSG00000169126	ARMC4	chr10:27812163-27999048	1.02139	1.26785	0.00085	0.00938259	yes	0.897478467	0.747503407	1.520338217	0.773354432
ENSG00000029153	ENSG00000029153	ARNTL2	chr12:27332853-27446625	-0.638372	-1.45644	0.00385	0.0293261	yes	-0.726487549	-0.488248884	-0.996314859	-0.412705777
ENSG00000163466	ENSG00000163466	ARPC2	chr2:218217093-218254356	-0.649242	-1.45887	0.0038	0.0291182	yes	-0.916250372	-0.595493761	-0.510200689	-0.60683901
ENSG00000137486	ENSG00000137486	ARRB1	chr11:75264181-75351705	2.16483	0.75194	0.0006	0.00716698	yes	2.097457384	2.408315153	2.794991723	0.493854617
ENSG00000105643	ENSG00000105643	ARRDC2	chr19:18001131-18014102	-1.33454	-2.21091	5.00E-05	0.000920822	yes	-1.358918988	-0.693190302	-2.374314188	-1.377637849
ENSG00000180801	ENSG00000180801	ARSJ	chr4:113900283-113979727	-0.842374	-2.30998	5.00E-05	0.000920822	yes	-1.008183053	-0.219917633	-1.340121425	-1.058507188
ENSG00000117407	ENSG00000117407	ARTN	chr1:43933319-43937241	-0.71143	-1.44527	0.0033	0.0261534	yes	-0.198520243	-0.818289274	-2.364744499	-0.303744077
ENSG00000173409	ENSG00000173409	ARV1	chr1:230978980-231000595	1.42739	2.71691	5.00E-05	0.000920822	yes	1.437168743	0.953783908	1.46908212	1.742037413
ENSG00000153317	ENSG00000153317	ASAP1	chr8:130052103-130443660	-1.16764	-1.71144	0.00055	0.00668866	yes	-1.332813287	-1.36154958	-1.103415009	-0.918587794
ENSG00000065802	ENSG00000065802	ASB1	chr2:238426741-238452250	-0.527694	-1.06552	0.0046	0.0333293	yes	-0.243162194	-0.451437333	-0.90749046	-0.58784517
ENSG00000162174	ENSG00000162174	ASRGL1	chr11:62336910-62393412	1.89878	0.951799	0.00255	0.0216053	yes	1.739882981	0.949377809	2.476551948	2.028243837
ENSG00000123268	ENSG00000123268	ATF1	chr12:50763709-50821122	-0.919337	-1.6114	0.0019	0.0173934	yes	-0.905923944	-0.889263441	-0.759748801	-1.149373645
ENSG00000128272	ENSG00000128272	ATF4	chr22:39519694-39522685	-0.694696	-2.0604	5.00E-05	0.000920822	yes	-0.57562478	-0.642271517	-1.395811299	-0.359149886
ENSG00000110046	ENSG00000110046	ATG2A	chr11:64894545-64917248	-1.6849	-1.94042	0.0002	0.00299194	yes	-1.562827421	-1.54125008	-2.013312197	-1.669707433
ENSG00000181652	ENSG00000181652	ATG9B	chr7:150990994-151024499	-2.512	-1.98089	5.00E-05	0.000920822	yes	-1.27189853	-3.311786918	-3.765103531	-3.147173558
ENSG00000111676	ENSG00000111676	ATN1	chr12:6924462-6942321	-0.720255	-1.93874	5.00E-05	0.000920822	yes	-0.473180991	-1.439392193	-0.490992142	-0.672716072
ENSG00000127249	ENSG00000127249	ATP13A4	chr3:193402076-193593111	-0.98706	-1.142	0.0046	0.0333293	yes	-1.15323882	-0.911711392	-1.507559678	-0.545515368
ENSG00000058668	ENSG00000058668	ATP2B4	chr1:203626560-203744081	-1.40454	-2.8329	5.00E-05	0.000920822	yes	-1.671009925	-1.027002058	-1.651999436	-1.365894911
ENSG00000147614	ENSG00000147614	ATP6V0D2	chr8:85987322-86154228	-1.58232	-2.19859	5.00E-05	0.000920822	yes	-1.926173574	-0.766841172	-2.783111877	-1.557784678
ENSG00000165240	ENSG00000165240	ATP7A	chrX:77910655-78050395	1.3127	2.76287	5.00E-05	0.000920822	yes	0.504831328	1.422007802	1.602331079	1.486122275
ENSG00000123472	ENSG00000123472	ATPAF1	chr1:46632736-46673867	0.579817	1.44677	0.00355	0.0276684	yes	0.651418087	0.574961594	0.305063708	0.750870821
ENSG00000253719	ENSG00000253719	ATXN7L3B	chr12:74537826-74545430	0.495281	1.47101	0.003	0.0243224	yes	0.611353384	0.053259507	0.96103098	0.171696829
ENSG00000115307	ENSG00000115307	AUP1	chr2:74526644-74557554	-0.741422	-1.70658	0.0002	0.00299194	yes	-0.482530062	-0.786171846	-0.953205705	-0.784598155
ENSG00000169857	ENSG00000169857	AVEN	chr15:33866226-34067457	-0.729429	-1.50522	0.0017	0.0160629	yes	-0.621238347	-0.393152794	-1.138994335	-0.870602736
ENSG00000119986	ENSG00000119986	AVPI1	chr10:97677423-97687323	-0.710734	-1.57231	0.0017	0.0160629	yes	-0.553217179	-0.972961689	-0.990541454	-0.415441809
ENSG00000168646	ENSG00000168646	AXIN2	chr17:65528562-66192084	2.26973	0.787191	0.0025	0.0212968	yes	2.32674412	1.022098038	3.103803085	1.865885307
ENSG00000167601	ENSG00000167601	AXL	chr19:41219202-41261766	-0.87604	-1.79439	0.00015	0.00239372	yes	-0.852576002	-0.543044092	-0.887014514	-1.326995742
ENSG00000198488	ENSG00000198488	B3GNT6	chr11:77034397-77041973	2.83813	2.68801	5.00E-05	0.000920822	yes	2.644227982	1.803565916	3.606723101	2.739599372
ENSG00000139044	ENSG00000139044	B4GALNT3	chr12:460363-563509	-0.952978	-1.37383	0.0041	0.0305379	yes	-0.7653778	-1.580547315	-0.829617347	-0.78357277
ENSG00000158850	ENSG00000158850	B4GALT3	chr1:161166409-161178013	-0.615308	-1.27053	0.0034	0.0268254	yes	-0.621615051	-0.712665462	-0.469631121	-0.669141247
ENSG00000112182	ENSG00000112182	BACH2	chr6:89926528-90296908	-1.54043	-0.924101	0.0035	0.0273998	yes	-2.698494724	-2.828804075	-0.873781726	-0.903421463
ENSG00000140320	ENSG00000140320	BAHD1	chr15:40439720-40468242	-0.628377	-1.30014	0.0037	0.0285379	yes	-0.650544118	-0.378849792	-0.699598414	-0.821679015
ENSG00000006453	ENSG00000006453	BAIAP2L1	chr7:98252378-98401068	-1.22835	-1.9165	0.0002	0.00299194	yes	-1.218279254	-1.352743994	-1.436252586	-0.953547684
ENSG00000043039	ENSG00000043039	BARX2	chr11:129375939-129452279	1.21306	1.93204	0.00025	0.00355878	yes	0.770720026	1.242239465	1.497856311	1.249215618
ENSG00000176788	ENSG00000176788	BASP1	chr5:17065597-17276843	-1.07462	-2.67589	5.00E-05	0.000920822	yes	-1.317041897	-0.956481892	-0.978370565	-1.074129252
ENSG00000119636	ENSG00000119636	BBOF1	chr14:73851843-74084493	1.32203	1.47933	0.00065	0.00761591	yes	1.125742825	1.238475213	1.854927719	0.881035163
ENSG00000179941	ENSG00000179941	BBS10	chr12:76344473-76348442	0.857393	2.09187	5.00E-05	0.000920822	yes	0.867784417	1.2190576	0.998957993	0.131835184
ENSG00000050820	ENSG00000050820	BCAR1	chr16:75226073-75268053	-1.01183	-1.64516	0.00025	0.00355878	yes	-0.829679888	-1.06615423	-1.071479885	-1.096686239
ENSG00000137936	ENSG00000137936	BCAR3	chr1:93561785-93847150	-1.46244	-2.58028	5.00E-05	0.000920822	yes	-1.646920366	-1.14009632	-2.40363263	-1.030681005
ENSG00000064787	ENSG00000064787	BCAS1	chr20:53936776-54070594	0.802621	2.06325	5.00E-05	0.000920822	yes	0.734393059	0.12699119	1.185678924	0.960997278
ENSG00000171791	ENSG00000171791	BCL2	chr18:63123345-63320128	-1.53398	-2.29772	5.00E-05	0.000920822	yes	-1.806867786	-1.267493865	-1.426454528	-1.698712998
ENSG00000153094	ENSG00000153094	BCL2L11	chr2:111119377-111168447	0.655361	1.2304	0.0004	0.00515795	yes	0.515660954	0.860801361	0.522626415	0.694023018
ENSG00000106635	ENSG00000106635	BCL7B	chr7:73536355-73558002	-0.518661	-1.25887	0.00575	0.0394338	yes	-0.6217654	-0.336243045	-0.635943989	-0.501064094
ENSG00000186716	ENSG00000186716	BCR	chr22:23179703-23318037	-0.593289	-1.10756	0.00655	0.0432994	yes	-0.594389856	-1.187147395	-0.270542977	-0.472297604
ENSG00000198908	ENSG00000198908	BHLHB9	chrX:102720687-102753540	1.34006	0.833005	0.0051	0.0359908	yes	0.985739717	0.999287535	2.099844918	0.895687186
ENSG00000134107	ENSG00000134107	BHLHE40	chr3:4896808-4985323	-1.27382	-2.68601	5.00E-05	0.000920822	yes	-1.302078124	-1.232183695	-1.728003118	-0.940179614
ENSG00000023445	ENSG00000023445	BIRC3	chr11:102317449-102339403	0.847348	1.88955	0.0001	0.00170374	yes	0.659307801	1.177591526	0.72593381	0.766793944
ENSG00000104081	ENSG00000104081	BMF	chr15:40087889-40108892	1.51669	1.01368	0.0037	0.0285379	yes	1.466856484	0.730730379	2.283533401	1.106361221
ENSG00000125845	ENSG00000125845	BMP2	chr20:6767663-6780280	-2.15984	-5.98283	5.00E-05	0.000920822	yes	-2.314464904	-1.510422622	-3.443692719	-1.993241102
ENSG00000152785	ENSG00000152785	BMP3	chr4:81030964-81057531	2.36778	4.09299	5.00E-05	0.000920822	yes	1.806375308	1.489962692	3.472522131	1.695601929
ENSG00000125378	ENSG00000125378	BMP4	chr14:53949735-53958761	2.14479	1.1867	0.0002	0.00299194	yes	1.793387488	2.538438264	1.707169485	2.364028283
ENSG00000138696	ENSG00000138696	BMPR1B	chr4:94757967-95158448	0.704714	2.03379	5.00E-05	0.000920822	yes	0.704495825	0.963910842	0.512488177	0.597033175
ENSG00000204177	ENSG00000204177	BMS1P1	chr10:46753604-46811989	0.581492	1.42017	0.00365	0.0282915	yes	0.45863736	0.911725146	0.852548322	-0.113474168
ENSG00000169594	ENSG00000169594	BNC1	chr15:83107406-83439445	-0.750113	-1.60004	0.00215	0.0191962	yes	-0.898409517	-0.083829966	-1.479896092	-0.889818679
ENSG00000178096	ENSG00000178096	BOLA1	chr1:149887523-149900798	1.1645	2.0516	0.0001	0.00170374	yes	0.922556415	0.071840145	1.887934819	1.21326533
ENSG00000166275	ENSG00000166275	BORCS7	chr10:102845594-102901899	0.838409	1.92389	5.00E-05	0.000920822	yes	0.690789459	1.177460237	0.707620559	0.716545705
ENSG00000198183	ENSG00000198183	BPIFA1	chr20:33235994-33243311	0.818116	1.75718	0.0002	0.00299194	yes	1.00437269	0.761593834	1.009847916	0.41930225
ENSG00000131050	ENSG00000131050	BPIFA2	chr20:33161767-33181412	1.42303	1.86318	0.0008	0.0089782	yes	1.487882781	0.794703332	0.816498281	2.145778944
ENSG00000125999	ENSG00000125999	BPIFB1	chr20:33273479-33309878	0.751365	1.51576	0.0036	0.0279808	yes	0.719889942	0.54235944	1.294270945	0.235840686
ENSG00000162813	ENSG00000162813	BPNT1	chr1:220057481-220090462	0.775886	1.40768	0.00225	0.0197025	yes	0.835860046	0.54353576	1.005879984	0.676565535
ENSG00000100425	ENSG00000100425	BRD1	chr22:49773282-49827512	-0.628106	-1.33599	0.00155	0.0150178	yes	-0.661699436	-0.433209161	-0.673276712	-0.765441522
ENSG00000141867	ENSG00000141867	BRD4	chr19:15235518-15332545	-0.596995	-1.09414	0.00095	0.0102695	yes	-0.339954092	-0.58617636	-0.772313467	-0.730091721
ENSG00000184992	ENSG00000184992	BRI3BP	chr12:124993699-125031231	0.90892	2.16474	5.00E-05	0.000920822	yes	0.705144853	1.024516225	1.254476486	0.546145069
ENSG00000172270	ENSG00000172270	BSG	chr19:567209-583493	-0.527811	-1.44721	0.00305	0.0245865	yes	-0.778266617	-1.016265348	-0.272176973	-0.202750466
ENSG00000154640	ENSG00000154640	BTG3	chr21:17593652-17633199	0.592741	1.66076	0.00035	0.00464046	yes	0.371340886	1.127617176	0.275355796	0.426123513
ENSG00000124508	ENSG00000124508	BTN2A2	chr6:26383095-26394874	1.20079	1.00222	0.00075	0.00853246	yes	1.467099181	0.246288181	0.937797879	1.734743314
ENSG00000148655	ENSG00000148655	C10orf11	chr10:75430570-76560994	-1.29809	-0.674786	0.00605	0.0410324	yes	-1.482947012	-3.934768681	-1.125960068	-0.424081855
ENSG00000107738	ENSG00000107738	C10orf54	chr10:71396933-71815947	-0.742489	-1.39895	0.0051	0.0359908	yes	-1.005527941	-0.839651481	-0.423311879	-0.765492256
ENSG00000176029	ENSG00000176029	C11orf16	chr11:8911138-8933006	2.57419	1.23606	0.00035	0.00464046	yes	2.459218395	1.921781855	3.07819721	2.605917148
ENSG00000109944	ENSG00000109944	C11orf63	chr11:122882527-122959798	0.94023	2.29789	5.00E-05	0.000920822	yes	0.975042795	0.813456469	0.974358272	0.990923477
ENSG00000137691	ENSG00000137691	C11orf70	chr11:102047442-102084560	1.20089	2.56792	5.00E-05	0.000920822	yes	1.124894598	1.765778924	0.668731063	1.01730758
ENSG00000183644	ENSG00000183644	C11orf88	chr11:111514042-111537031	1.39678	2.50672	5.00E-05	0.000920822	yes	1.50767472	0.91479171	1.673444066	1.386253479
ENSG00000187479	ENSG00000187479	C11orf96	chr11:43921058-44001157	-2.36966	-5.51923	5.00E-05	0.000920822	yes	-2.559929492	-2.175574469	-3.506944253	-1.760902018
ENSG00000047621	ENSG00000047621	C12orf4	chr12:4487727-4538508	1.04705	1.70422	0.00035	0.00464046	yes	0.802352852	1.497378671	0.935095947	0.836675727
ENSG00000174206	ENSG00000174206	C12orf66	chr12:64186315-64222296	1.02095	1.64737	0.00045	0.00569852	yes	0.830150978	0.421306965	1.521168876	1.090694232
ENSG00000214215	ENSG00000214215	C12orf74	chr12:92702842-92708549	1.60763	2.29905	0.0001	0.00170374	yes	1.333560724	0.752497968	2.190558879	1.774100842
ENSG00000167173	ENSG00000167173	C15orf39	chr15:75195642-75212169	-0.748997	-1.87461	0.0001	0.00170374	yes	-0.750135224	-0.732342049	-1.007950395	-0.542987606
ENSG00000166920	ENSG00000166920	C15orf48	chr15:45430528-45586304	-1.24141	-3.49352	5.00E-05	0.000920822	yes	-1.315187495	-1.646586074	-1.455302114	-0.722885421
ENSG00000179397	ENSG00000179397	C1orf101	chr1:244454376-244641177	2.46924	0.565389	0.0011	0.0115288	yes	0.525519239	2.907927922	2.92864987	2.483184522
ENSG00000203963	ENSG00000203963	C1orf141	chr1:67092164-67259979	1.28057	1.8727	0.0002	0.00299194	yes	1.414777436	1.219914041	1.457355435	0.982441312
ENSG00000157330	ENSG00000157330	C1orf158	chr1:12746214-12763699	1.88864	1.62236	0.00295	0.0240831	yes	1.85520167	1.193597152	2.273298056	2.025713976
ENSG00000162598	ENSG00000162598	C1orf87	chr1:59987268-60073770	0.897725	1.585	0.0025	0.0212968	yes	0.387331221	0.68202966	0.880695917	1.432361957
